date_time,open,high,low,close,volume
26-02-2023,6.546,6.727,6.503,6.692,266131.014
27-02-2023,6.692,6.782,6.489,6.582,275995.245
28-02-2023,6.582,6.598,6.274,6.339,329311.73
01-03-2023,6.339,6.598,6.315,6.539,285833.821
02-03-2023,6.539,6.56,6.222,6.333,312339.358
03-03-2023,6.333,6.335,5.78,6.036,793081.778
04-03-2023,6.036,6.054,5.731,5.917,670816.742
05-03-2023,5.917,6.061,5.886,5.976,762484.428
06-03-2023,5.976,6.04,5.859,5.919,689584.149
07-03-2023,5.919,6.018,5.74,5.845,879197.418
08-03-2023,5.845,5.944,5.503,5.597,939356.296
09-03-2023,5.597,5.799,5.254,5.386,1341218.081
10-03-2023,5.386,5.58,5.15,5.549,1358264.244
11-03-2023,5.549,5.676,5.224,5.464,1621384.124
12-03-2023,5.464,5.903,5.361,5.894,1184641.886
13-03-2023,5.894,6.142,5.705,6.099,1608636.688
14-03-2023,6.099,6.535,5.989,6.225,1142377.467
15-03-2023,6.225,6.372,5.778,5.877,1229896.802
16-03-2023,5.877,6.139,5.762,6.089,663526.276
17-03-2023,6.089,6.636,6.026,6.624,946052.973
18-03-2023,6.624,6.7,6.284,6.318,972880.228
19-03-2023,6.318,6.601,6.313,6.443,605109.135
20-03-2023,6.443,6.481,6.051,6.091,757591.661
21-03-2023,6.091,6.456,6.001,6.363,754260.37
22-03-2023,6.363,6.385,5.913,6.053,737517.812
23-03-2023,6.053,6.418,5.993,6.323,551964.495
24-03-2023,6.323,6.339,5.949,6.017,501905.135
25-03-2023,6.017,6.079,5.832,5.906,214200.311
26-03-2023,5.906,6.105,5.88,6.041,193218.336
27-03-2023,6.041,6.114,5.744,5.871,491880.543
28-03-2023,5.871,6.115,5.788,6.056,330109.332
29-03-2023,6.056,6.284,6.049,6.184,366795.264
30-03-2023,6.184,6.292,6.028,6.122,510452.793
31-03-2023,6.122,6.385,6.1,6.34,489007.759
01-04-2023,6.34,6.392,6.193,6.346,347006.157
02-04-2023,6.346,6.444,6.18,6.263,462888.46
03-04-2023,6.263,6.502,6.08,6.424,653633.091
04-04-2023,6.424,6.53,6.367,6.438,656970.35
05-04-2023,6.438,6.585,6.32,6.406,579948.332
06-04-2023,6.406,6.415,6.256,6.277,367154.045
07-04-2023,6.277,6.316,6.136,6.177,516971.975
08-04-2023,6.177,6.233,6.091,6.13,198702.759
09-04-2023,6.13,6.258,6.097,6.209,278332.976
10-04-2023,6.209,6.312,6.118,6.292,430345.445
11-04-2023,6.292,6.491,6.277,6.414,1035475.107
12-04-2023,6.414,6.468,6.21,6.402,1114483.22
13-04-2023,6.402,6.65,6.349,6.636,639530.074
14-04-2023,6.636,6.843,6.538,6.729,1060647.912
15-04-2023,6.729,6.868,6.634,6.804,490421.708
16-04-2023,6.804,6.874,6.676,6.824,442867.132
17-04-2023,6.824,6.833,6.623,6.695,614827.208
18-04-2023,6.695,6.982,6.576,6.915,806076.15
19-04-2023,6.915,6.919,6.235,6.311,1085976.136
20-04-2023,6.311,6.435,6.063,6.108,664020.997
21-04-2023,6.108,6.171,5.778,5.848,838283.502
22-04-2023,5.848,5.977,5.818,5.948,386557.649
23-04-2023,5.948,5.971,5.765,5.905,443262.111
24-04-2023,5.905,6.022,5.798,5.888,399359.636
25-04-2023,5.888,6.011,5.78,5.999,380367.831
26-04-2023,5.999,6.218,5.596,5.85,1166211.515
27-04-2023,5.85,6.047,5.829,5.971,688901.558
28-04-2023,5.971,5.978,5.775,5.946,351139.584
29-04-2023,5.946,6.055,5.921,6.042,274344.288
30-04-2023,6.042,6.084,5.847,5.876,304369.291
01-05-2023,5.876,5.908,5.594,5.669,776259.535
02-05-2023,5.669,5.757,5.621,5.715,293501.176
03-05-2023,5.715,5.809,5.558,5.776,312295.269
04-05-2023,5.776,5.798,5.618,5.67,195268.581
05-05-2023,5.67,5.901,5.665,5.846,381964.569
06-05-2023,5.846,5.894,5.581,5.636,274922.226
07-05-2023,5.636,5.698,5.602,5.629,176229.979
08-05-2023,5.629,5.647,5.168,5.37,703205.253
09-05-2023,5.37,5.414,5.292,5.325,210649.999
10-05-2023,5.325,5.52,5.207,5.465,501899.337
11-05-2023,5.465,5.467,5.181,5.276,284938.613
12-05-2023,5.276,5.348,5.119,5.338,348523.176
13-05-2023,5.338,5.397,5.314,5.345,135218.682
14-05-2023,5.345,5.445,5.312,5.35,385258.751
15-05-2023,5.35,5.429,5.264,5.313,645935.912
16-05-2023,5.313,5.336,5.233,5.298,320220.296
17-05-2023,5.298,5.437,5.223,5.411,222628.526
18-05-2023,5.411,5.466,5.249,5.338,186641.879
19-05-2023,5.338,5.391,5.316,5.372,97048.625
20-05-2023,5.372,5.444,5.331,5.408,156942.758
21-05-2023,5.408,5.43,5.245,5.274,139303.49
22-05-2023,5.274,5.337,5.224,5.313,99640.041
23-05-2023,5.313,5.45,5.293,5.399,175472.183
24-05-2023,5.399,5.402,5.196,5.253,305675.793
25-05-2023,5.253,5.297,5.143,5.244,289338.635
26-05-2023,5.244,5.27,5.189,5.243,279471.876
27-05-2023,5.243,5.374,5.233,5.335,205039.372
28-05-2023,5.335,5.56,5.317,5.502,165494.701
29-05-2023,5.502,5.54,5.414,5.46,299801.582
30-05-2023,5.46,5.529,5.407,5.443,215886.392
31-05-2023,5.443,5.462,5.267,5.315,298632.815
01-06-2023,5.315,5.338,5.19,5.207,277826.06
02-06-2023,5.207,5.3,5.156,5.277,350044.834
03-06-2023,5.277,5.339,5.24,5.339,163851.963
04-06-2023,5.339,5.383,5.307,5.314,153266.002
05-06-2023,5.314,5.321,4.886,5.066,662949.909
06-06-2023,5.066,5.266,4.987,5.203,258815.98
07-06-2023,5.203,5.212,4.977,5.023,281563.944
08-06-2023,5.023,5.058,4.976,5.022,212023.907
09-06-2023,5.022,5.07,4.931,4.979,212740.523
10-06-2023,4.979,4.986,4.185,4.518,1636781.115
11-06-2023,4.518,4.552,4.43,4.522,419814.97
12-06-2023,4.522,4.555,4.411,4.533,406752.318
13-06-2023,4.533,4.72,4.496,4.628,305160.882
14-06-2023,4.628,4.8,4.507,4.571,387868.616
15-06-2023,4.571,4.619,4.274,4.375,439894.483
16-06-2023,4.375,4.468,4.276,4.422,259478.257
17-06-2023,4.422,4.566,4.397,4.531,227571.929
18-06-2023,4.531,4.665,4.479,4.537,179979.792
19-06-2023,4.537,4.588,4.433,4.529,176040.535
20-06-2023,4.529,4.678,4.374,4.662,276206.993
21-06-2023,4.662,4.864,4.635,4.823,435680.004
22-06-2023,4.823,4.975,4.749,4.826,312143.183
23-06-2023,4.826,5.137,4.823,5.098,521415.998
24-06-2023,5.098,5.138,4.904,5.008,258466.195
25-06-2023,5.008,5.243,5.002,5.198,336341.343
26-06-2023,5.198,5.239,5.006,5.024,442141.536
27-06-2023,5.024,5.153,4.996,5.093,208978.387
28-06-2023,5.093,5.099,4.751,4.877,336851.756
29-06-2023,4.877,5.235,4.87,4.984,537677.504
30-06-2023,4.984,5.201,4.786,5.18,903575.57
01-07-2023,5.18,5.366,5.11,5.352,423094.089
02-07-2023,5.352,5.531,5.224,5.499,461292.046
03-07-2023,5.499,5.632,5.377,5.428,384964.632
04-07-2023,5.428,5.51,5.255,5.348,358365.046
05-07-2023,5.348,5.379,5.118,5.207,372611.87
06-07-2023,5.207,5.364,5.01,5.016,460778.519
07-07-2023,5.016,5.176,4.977,5.119,367452.604
08-07-2023,5.119,5.196,5.054,5.128,190140.063
09-07-2023,5.128,5.16,5.061,5.082,115722.41
10-07-2023,5.082,5.229,4.985,5.132,331816.561
11-07-2023,5.132,5.215,5.089,5.213,199424.031
12-07-2023,5.213,5.308,5.102,5.15,261940.145
13-07-2023,5.15,5.552,5.097,5.546,661478.429
14-07-2023,5.546,5.741,5.294,5.452,901135.182
15-07-2023,5.452,5.562,5.384,5.43,212381.248
16-07-2023,5.43,5.447,5.263,5.311,222509.564
17-07-2023,5.311,5.415,5.176,5.305,339394.034
18-07-2023,5.305,5.39,5.096,5.183,309751.12
19-07-2023,5.183,5.257,5.13,5.191,194639.175
20-07-2023,5.191,5.489,5.187,5.354,391706.796
21-07-2023,5.354,5.705,5.337,5.486,513386.886
22-07-2023,5.486,5.516,5.263,5.313,267085.438
23-07-2023,5.313,5.491,5.275,5.392,193375.461
24-07-2023,5.392,5.414,5.092,5.211,327560.316
25-07-2023,5.211,5.255,5.127,5.176,139625.309
26-07-2023,5.176,5.295,5.117,5.239,149266.699
27-07-2023,5.239,5.335,5.185,5.236,145063.789
28-07-2023,5.236,5.272,5.162,5.218,133595.103
29-07-2023,5.218,5.257,5.206,5.249,53966.561
30-07-2023,5.249,5.274,5.092,5.186,146192.455
31-07-2023,5.186,5.259,5.05,5.109,150726.999
01-08-2023,5.109,5.213,4.954,5.213,372747.42
02-08-2023,5.213,5.219,5.014,5.06,207460.179
03-08-2023,5.06,5.073,4.936,4.979,163725.295
04-08-2023,4.979,5.043,4.941,4.994,151258.798
05-08-2023,4.994,4.995,4.927,4.975,126421.372
06-08-2023,4.975,5.046,4.959,5.004,120536.756
07-08-2023,5.004,5.049,4.837,4.969,336262.296
08-08-2023,4.969,5.097,4.934,5.059,196791.351
09-08-2023,5.059,5.106,4.997,5.06,152259.184
10-08-2023,5.06,5.067,4.974,5.006,173214.979
11-08-2023,5.006,5.019,4.957,5.009,118917.027
12-08-2023,5.009,5.044,4.996,5.04,77437.388
13-08-2023,5.04,5.043,4.967,4.988,110145.583
14-08-2023,4.988,5.055,4.952,4.99,138851.224
15-08-2023,4.99,4.997,4.618,4.819,463361.076
16-08-2023,4.819,4.841,4.53,4.672,404768.646
17-08-2023,4.672,4.824,4.3,4.43,1037938.661
18-08-2023,4.43,4.563,4.365,4.51,517026.874
19-08-2023,4.51,4.553,4.453,4.517,113439.933
20-08-2023,4.517,4.531,4.467,4.52,75373.691
21-08-2023,4.52,4.539,4.361,4.428,195038.561
22-08-2023,4.428,4.449,4.243,4.423,230597.187
23-08-2023,4.423,4.537,4.38,4.489,183247.329
24-08-2023,4.489,4.516,4.366,4.424,137197.391
25-08-2023,4.424,4.493,4.357,4.49,132008.049
26-08-2023,4.49,4.513,4.475,4.507,85758.697
27-08-2023,4.507,4.542,4.461,4.491,222521.378
28-08-2023,4.491,4.62,4.416,4.611,242661.238
29-08-2023,4.611,4.805,4.539,4.675,632299.028
30-08-2023,4.675,4.679,4.515,4.535,204256.843
31-08-2023,4.535,4.535,4.235,4.27,449645.747
01-09-2023,4.27,4.294,4.135,4.217,206268.088
02-09-2023,4.217,4.273,4.202,4.26,87293.005
03-09-2023,4.26,4.299,4.227,4.259,120321.787
04-09-2023,4.259,4.32,4.193,4.257,158829.285
05-09-2023,4.257,4.303,4.199,4.257,110400.807
06-09-2023,4.257,4.289,4.169,4.271,243168.448
07-09-2023,4.271,4.308,4.233,4.292,128091.116
08-09-2023,4.292,4.33,4.202,4.251,165166.319
09-09-2023,4.251,4.277,4.237,4.238,85506.186
10-09-2023,4.238,4.238,4.102,4.15,334234.953
11-09-2023,4.15,4.154,3.909,3.988,517967.108
12-09-2023,3.988,4.095,3.956,3.985,362211.052
13-09-2023,3.985,4.1,3.952,3.999,598866.115
14-09-2023,3.999,4.088,3.974,4.058,227435.218
15-09-2023,4.058,4.173,4.047,4.138,164342.75
16-09-2023,4.138,4.225,4.134,4.184,146321.343
17-09-2023,4.184,4.189,4.045,4.073,162446.139
18-09-2023,4.073,4.218,4.016,4.106,254297.123
19-09-2023,4.106,4.169,4.079,4.151,164671.065
20-09-2023,4.151,4.166,4.067,4.14,149202.139
21-09-2023,4.14,4.167,4,4.014,187864.5
22-09-2023,4.014,4.044,3.978,4.019,164399.825
23-09-2023,4.019,4.039,4,4.032,105499.72
24-09-2023,4.032,4.058,3.97,3.992,136901.758
25-09-2023,3.992,4.092,3.947,4.065,270858.386
26-09-2023,4.065,4.09,3.975,4.015,147072.771
27-09-2023,4.015,4.074,3.969,3.992,201520.785
28-09-2023,3.992,4.1,3.983,4.074,253722.075
29-09-2023,4.074,4.12,4.055,4.074,280308.04
30-09-2023,4.074,4.118,4.072,4.103,106730.712
01-10-2023,4.103,4.288,4.102,4.262,250880.915
02-10-2023,4.262,4.301,4.055,4.118,696948.544
03-10-2023,4.118,4.164,4.05,4.075,232316.307
04-10-2023,4.075,4.076,3.96,4.042,381818.61
05-10-2023,4.042,4.082,4,4.022,246015.21
06-10-2023,4.022,4.093,3.997,4.069,152653.885
07-10-2023,4.069,4.112,4.044,4.053,100165.706
08-10-2023,4.053,4.071,4,4.011,121724.768
09-10-2023,4.011,4.028,3.756,3.879,727379.858
10-10-2023,3.879,3.893,3.772,3.81,245490.833
11-10-2023,3.81,3.822,3.692,3.74,549528.427
12-10-2023,3.74,3.74,3.62,3.676,378356.974
13-10-2023,3.676,3.777,3.668,3.721,209116.282
14-10-2023,3.721,3.762,3.718,3.733,117910.117
15-10-2023,3.733,3.777,3.707,3.753,235442.34
16-10-2023,3.753,3.901,3.737,3.777,640390.566
17-10-2023,3.777,3.779,3.634,3.672,387564.753
18-10-2023,3.672,3.723,3.63,3.653,253267.885
19-10-2023,3.653,3.661,3.564,3.648,391180.836
20-10-2023,3.648,3.805,3.639,3.72,566242.261
21-10-2023,3.72,3.979,3.707,3.909,708547.424
22-10-2023,3.909,3.972,3.81,3.967,641165.411
23-10-2023,3.967,4.367,3.92,4.358,1449774.466
24-10-2023,4.358,4.422,4.1,4.19,1877242.567
25-10-2023,4.19,4.44,4.138,4.293,1468961.12
26-10-2023,4.293,4.449,4.147,4.235,1282969.664
27-10-2023,4.235,4.237,4.05,4.135,1056107.398
28-10-2023,4.135,4.224,4.131,4.181,393674.809
29-10-2023,4.181,4.355,4.126,4.315,524530.506
30-10-2023,4.315,4.531,4.235,4.527,1051145.001
31-10-2023,4.527,4.603,4.267,4.451,1391910.374
01-11-2023,4.451,4.806,4.321,4.731,1543936.988
02-11-2023,4.731,4.798,4.513,4.633,1923151.363
03-11-2023,4.633,4.643,4.455,4.61,977740.772
04-11-2023,4.61,4.781,4.587,4.684,846210.746
05-11-2023,4.684,4.907,4.653,4.761,1525759.647
06-11-2023,4.761,4.992,4.677,4.969,1106792.611
07-11-2023,4.969,5.006,4.721,4.926,1432602.474
08-11-2023,4.926,5.094,4.861,5.032,1172766.785
09-11-2023,5.032,5.263,4.47,5.087,2370166.016
10-11-2023,5.087,5.316,4.972,5.3,1570739.438
11-11-2023,5.3,5.679,5.086,5.557,2790345.281
12-11-2023,5.557,5.856,5.343,5.709,1686467.978
13-11-2023,5.709,5.885,5.33,5.349,1590861.439
14-11-2023,5.349,5.523,4.996,5.198,1707129.088
15-11-2023,5.198,5.639,5.184,5.563,1536144.485
16-11-2023,5.563,5.8,5.273,5.354,1784981.927
17-11-2023,5.354,5.485,5.052,5.244,1519144.459
18-11-2023,5.244,5.294,4.991,5.289,886554.393
19-11-2023,5.289,5.481,5.172,5.433,993663.372
20-11-2023,5.433,5.571,5.255,5.303,1287708.235
21-11-2023,5.303,5.327,4.818,4.858,1349501.115
22-11-2023,4.858,5.289,4.844,5.173,1026371.076
23-11-2023,5.173,5.221,5.082,5.138,538597.186
24-11-2023,5.138,5.295,5.12,5.241,868599.163
25-11-2023,5.241,5.393,5.212,5.329,721932.219
26-11-2023,5.329,5.414,5.146,5.328,924186.237
27-11-2023,5.328,5.376,5.038,5.157,1282897.917
28-11-2023,5.157,5.313,5.106,5.272,1111120.178
29-11-2023,5.272,5.387,5.15,5.161,1509932.34
30-11-2023,5.161,5.578,5.118,5.473,1883603.731
01-12-2023,5.473,5.524,5.371,5.471,995674.936
02-12-2023,5.471,5.603,5.429,5.563,798504.463
03-12-2023,5.563,5.62,5.429,5.538,778910.927
04-12-2023,5.538,5.721,5.4,5.633,1453607.309
05-12-2023,5.633,5.945,5.51,5.905,2162125.508
06-12-2023,5.905,6.202,5.768,6.048,1943757.613
07-12-2023,6.048,6.3,5.901,6.243,2028793.094
08-12-2023,6.243,6.914,6.167,6.838,2743605.328
09-12-2023,6.838,7.688,6.832,7.104,3907683.256
10-12-2023,7.104,7.355,6.959,7.348,1412375.703
11-12-2023,7.348,7.36,6.179,6.708,2282868.696
12-12-2023,6.708,7.339,6.697,7.132,2675341.89
13-12-2023,7.132,7.649,6.35,7.604,1420197.462
14-12-2023,7.604,7.767,6.881,7.506,1740000.807
15-12-2023,7.506,7.564,6.924,6.949,1324524.857
16-12-2023,6.949,7.35,6.862,7.095,830049.332
17-12-2023,7.095,7.162,6.746,6.783,651910.629
18-12-2023,6.783,6.887,6.374,6.882,768837.034
19-12-2023,6.882,7.049,6.608,6.706,781095.981
20-12-2023,6.706,7.136,6.617,6.953,1066282.837
21-12-2023,6.953,8.432,6.917,8.423,3586114.343
22-12-2023,8.423,8.572,7.838,7.957,2278980.699
23-12-2023,7.957,8.442,7.45,8.326,1538251.901
24-12-2023,8.326,9.214,8.318,8.614,3646002.24
25-12-2023,8.614,9.398,8.501,9.192,3154172.745
26-12-2023,9.192,9.59,8.32,8.813,3163627.495
27-12-2023,8.813,9.019,8.403,8.695,1872372.284
28-12-2023,8.695,8.909,8.268,8.426,1879889.276
29-12-2023,8.426,8.678,8.035,8.289,1863315.2
30-12-2023,8.289,8.487,8.094,8.348,984183.306
31-12-2023,8.348,8.647,8.023,8.204,1142076.29
01-01-2024,8.204,8.632,8.064,8.597,678794.301
02-01-2024,8.597,8.808,8.296,8.413,1278825.15
03-01-2024,8.413,8.574,6.347,7.627,4051483.358
04-01-2024,7.627,7.996,7.471,7.876,1149288.634
05-01-2024,7.876,7.951,7.178,7.444,1969795.048
06-01-2024,7.444,7.447,6.943,7.134,966327.842
07-01-2024,7.134,7.324,6.816,6.898,890428.83
08-01-2024,6.898,7.513,6.507,7.485,1698694.751
09-01-2024,7.485,7.528,6.907,7.129,2091796.655
10-01-2024,7.129,8.088,6.794,7.989,2661144.067
11-01-2024,7.989,8.58,7.854,8.146,3179529.554
12-01-2024,8.146,8.213,7.316,7.566,1586526.413
13-01-2024,7.566,7.777,7.37,7.614,808948.552
14-01-2024,7.614,7.699,7.313,7.319,674181.06
15-01-2024,7.319,7.698,7.306,7.509,869468.35
16-01-2024,7.509,7.689,7.34,7.492,686704.615
17-01-2024,7.492,7.597,7.256,7.348,707646.26
18-01-2024,7.348,7.393,6.818,7.014,1230721.011
19-01-2024,7.014,7.053,6.564,6.892,1188913.029
20-01-2024,6.892,6.95,6.778,6.91,637277.374
21-01-2024,6.91,6.977,6.801,6.81,418345.849
22-01-2024,6.81,6.85,6.293,6.337,1466245.332
23-01-2024,6.337,6.455,5.973,6.363,1661920.688
24-01-2024,6.363,6.543,6.259,6.463,873452.525
25-01-2024,6.463,6.573,6.348,6.434,541131.024
26-01-2024,6.434,6.728,6.36,6.672,658555.329
27-01-2024,6.672,6.753,6.528,6.668,568003.035
28-01-2024,6.668,6.872,6.567,6.869,785540.908
29-01-2024,6.869,7.297,6.706,7.032,1616529.587
30-01-2024,7.032,7.084,6.821,6.837,844695.713
31-01-2024,6.837,6.888,6.577,6.652,899471.763
01-02-2024,6.652,6.817,6.531,6.792,676315.653
02-02-2024,6.792,7.027,6.762,6.947,739364.332
03-02-2024,6.947,7.009,6.813,6.826,506468.599
04-02-2024,6.826,6.826,6.644,6.665,521520.993
05-02-2024,6.665,6.976,6.587,6.734,728288.909
06-02-2024,6.734,6.833,6.639,6.808,982902.937
07-02-2024,6.808,6.962,6.672,6.94,748116.1
08-02-2024,6.94,7.111,6.871,7.011,880043.137
09-02-2024,7.011,7.332,6.956,7.195,1332731.838
10-02-2024,7.195,7.291,7.059,7.2,531603.062
11-02-2024,7.2,7.345,7.079,7.099,591075.8
12-02-2024,7.099,7.375,6.978,7.34,1026901.212
13-02-2024,7.34,7.45,7.108,7.354,1128416.429
14-02-2024,7.354,7.73,7.275,7.651,1340420.175
15-02-2024,7.651,7.96,7.525,7.778,1696900.801
16-02-2024,7.778,7.866,7.538,7.648,868385.373
17-02-2024,7.648,7.71,7.335,7.707,777307.108
18-02-2024,7.707,7.92,7.677,7.86,810284.516
19-02-2024,7.86,8.147,7.518,8.027,1387253.961
20-02-2024,8.027,8.116,7.405,7.729,1650459.577
21-02-2024,7.729,7.729,7.225,7.468,1343802.705
22-02-2024,7.468,7.684,7.276,7.482,1113605.009
23-02-2024,7.482,7.647,7.27,7.559,1318794.716
24-02-2024,7.559,7.89,7.422,7.82,1340183.739
25-02-2024,7.82,7.943,7.678,7.92,1029948.647
26-02-2024,7.92,8.117,7.582,8.108,1484350.241
27-02-2024,8.108,8.445,7.996,8.367,1837283.092
28-02-2024,8.367,8.717,7.687,8.344,3150801.961
29-02-2024,8.344,8.935,8.028,8.259,2573937.984
01-03-2024,8.259,8.673,8.259,8.66,1784483.629
02-03-2024,8.66,9.464,8.577,9.464,2754390.491
03-03-2024,9.464,9.904,8.534,9.775,3077221.452
04-03-2024,9.775,10.31,9.57,9.864,4003130.317
05-03-2024,9.864,10.764,8.093,9.319,5731203.39
06-03-2024,9.319,10.558,8.925,10.54,2837942.575
07-03-2024,10.54,10.998,10.235,10.404,2113477.861
08-03-2024,10.404,10.698,9.951,10.635,2097577.137
09-03-2024,10.635,10.954,10.412,10.495,1642011.196
10-03-2024,10.495,10.573,9.963,10.266,1256050.004
11-03-2024,10.266,11.246,9.772,11.039,2742752.401
12-03-2024,11.039,11.146,10.056,10.736,1913648.98
13-03-2024,10.736,11.389,10.638,11.372,1705703.034
14-03-2024,11.372,11.887,10.677,11.558,3357373.673
15-03-2024,11.558,11.706,9.976,10.809,3504858.595
16-03-2024,10.809,10.899,9.501,9.679,2072055.59
17-03-2024,9.679,10.25,9.195,10.084,1764614.286
18-03-2024,10.084,10.452,9.6,9.902,1628739.251
19-03-2024,9.902,9.994,8.603,8.769,2530937.117
20-03-2024,8.769,9.566,8.49,9.485,1921673.787
21-03-2024,9.485,9.583,9.066,9.181,1070036.08
22-03-2024,9.181,9.37,8.694,8.935,1065299.118
23-03-2024,8.935,9.224,8.853,8.964,657184.568
24-03-2024,8.964,9.434,8.953,9.371,841709.486
25-03-2024,9.371,9.832,9.288,9.738,1073910.64
26-03-2024,9.738,10.06,9.527,9.689,1441560.673
27-03-2024,9.689,9.81,9.307,9.442,1374602.683
28-03-2024,9.442,9.659,9.296,9.523,1285651.679
29-03-2024,9.523,9.81,9.343,9.599,1201667.539
30-03-2024,9.599,9.696,9.388,9.431,646043.793
31-03-2024,9.431,9.647,9.416,9.646,545603.371
01-04-2024,9.646,9.741,8.926,9.145,1627462.917
02-04-2024,9.145,9.145,8.373,8.583,1703538.264
03-04-2024,8.583,8.78,8.285,8.419,1412098.599
04-04-2024,8.419,8.71,8.264,8.487,1267885.977
05-04-2024,8.487,8.509,8.074,8.383,1843527.521
06-04-2024,8.383,8.556,8.332,8.491,728968.761
07-04-2024,8.491,8.74,8.458,8.703,934649.297
08-04-2024,8.703,9.095,8.568,9.048,1677792.02
09-04-2024,9.048,9.113,8.632,8.661,1578489.435
10-04-2024,8.661,8.7,8.115,8.409,1613434.342
11-04-2024,8.409,8.528,8.182,8.385,1306095.86
12-04-2024,8.385,8.492,6.378,7.238,5286826.419
13-04-2024,7.238,7.332,5.665,6.391,8455043.328
14-04-2024,6.391,6.931,6.193,6.856,5673958.462
15-04-2024,6.856,7.207,6.436,6.708,3495443.176
16-04-2024,6.708,6.823,6.371,6.7,2213918.225
17-04-2024,6.7,6.781,6.325,6.583,1831883.914
18-04-2024,6.583,6.829,6.447,6.781,1231214.796
19-04-2024,6.781,6.919,6.274,6.676,2145307.038
20-04-2024,6.676,7.284,6.609,7.243,766333.594
21-04-2024,7.243,7.301,6.962,7.139,724318.01
22-04-2024,7.139,7.584,7.088,7.464,1412941.674
23-04-2024,7.464,7.571,7.206,7.246,1622996.738
24-04-2024,7.246,7.5,6.857,6.932,1430084.239
25-04-2024,6.932,7.003,6.703,6.862,1207282.408
26-04-2024,6.862,6.954,6.625,6.766,1222127.392
27-04-2024,6.766,6.868,6.506,6.811,1250764.662
28-04-2024,6.811,6.952,6.689,6.726,786157.945
29-04-2024,6.726,6.825,6.471,6.589,1264369.083
30-04-2024,6.589,6.669,6.038,6.429,2376896.092
01-05-2024,6.429,6.934,6.129,6.893,5753661.452
02-05-2024,6.893,7.411,6.693,7.277,2756821.438
03-05-2024,7.277,7.44,7.001,7.245,2039555.968
04-05-2024,7.245,7.252,7.108,7.124,794998.472
05-05-2024,7.124,7.405,7.016,7.304,1145441.659
06-05-2024,7.304,7.476,7.058,7.122,1778164.353
07-05-2024,7.122,7.298,6.98,6.997,1222405.595
